Region,Province,Municipality_City,Mun_Code,Housing_Units,Strong Roof/Strong Wall,Strong Roof/Light Wall,Strong Roof/Salvage Wall,Light Roof/Strong Wall,Light Roof/Light Wall,Light Roof/Salvage Wall,Salvaged Roof/Strong Wall,Salvaged Roof/Light Wall,Salvaged Roof/Salvage Wall
Region II (Cagayan Valley),Isabela,Tumauini,PH023137000,14862,12245,1795,20,79,625,8,2,2,6
Region II (Cagayan Valley),Nueva Vizcaya,Ambaguio,PH025001000,3535,269,2552,1,1,703,1,0,7,0
Region II (Cagayan Valley),Nueva Vizcaya,Aritao,PH025002000,8501,5851,2045,6,33,464,3,0,1,0
Region II (Cagayan Valley),Nueva Vizcaya,Bagabag,PH025003000,8771,7136,1188,24,15,364,2,0,5,2
Region II (Cagayan Valley),Nueva Vizcaya,Bambang,PH025004000,13272,10312,2401,12,18,432,5,1,2,1
Region II (Cagayan Valley),Nueva Vizcaya,Bayombong (Capital),PH025005000,15194,12660,2216,66,11,179,11,2,2,14
Region II (Cagayan Valley),Nueva Vizcaya,Diadi,PH025006000,4403,2572,1269,4,16,493,1,0,1,2
Region II (Cagayan Valley),Nueva Vizcaya,Dupax Del Norte,PH025007000,6597,4434,1776,6,11,341,1,0,1,0
Region II (Cagayan Valley),Nueva Vizcaya,Dupax Del Sur,PH025008000,4528,2737,1443,1,8,307,14,0,0,2
Region II (Cagayan Valley),Nueva Vizcaya,Kasibu,PH025009000,8415,3486,4407,10,10,386,3,3,7,4
Region II (Cagayan Valley),Nueva Vizcaya,Kayapa,PH025010000,5516,2382,2383,0,14,706,0,0,0,0
Region II (Cagayan Valley),Nueva Vizcaya,Quezon,PH025011000,4917,3144,1531,1,7,228,0,0,0,0
Region II (Cagayan Valley),Nueva Vizcaya,Santa Fe,PH025012000,3721,2201,1376,2,4,136,0,0,0,1
Region II (Cagayan Valley),Nueva Vizcaya,Solano,PH025013000,15236,12732,2074,65,32,241,5,1,6,28
Region II (Cagayan Valley),Nueva Vizcaya,Villaverde,PH025014000,4439,3272,992,9,4,136,1,0,3,1
Region II (Cagayan Valley),Nueva Vizcaya,Alfonso Castaneda,PH025015000,1783,884,602,2,8,283,1,0,2,0
Region II (Cagayan Valley),Quirino,Aglipay,PH025701000,6540,4197,1922,2,8,398,0,0,3,2
Region II (Cagayan Valley),Quirino,Cabarroguis (Capital),PH025702000,6822,4516,2051,2,16,227,0,2,0,1
Region II (Cagayan Valley),Quirino,Diffun,PH025703000,12087,8435,2832,37,36,688,8,1,8,9
Region II (Cagayan Valley),Quirino,Maddela,PH025704000,8842,6078,2489,15,15,212,4,1,7,1
Region II (Cagayan Valley),Quirino,Saguday,PH025705000,3979,3119,605,9,23,212,2,0,1,0
Region II (Cagayan Valley),Quirino,Nagtipunan,PH025706000,4891,1969,2662,0,3,234,0,0,0,0
Region III (Central Luzon),Bataan,Abucay,PH030801000,9256,8312,688,11,23,202,0,0,1,1
Region III (Central Luzon),Bataan,Bagac,PH030802000,6008,5133,514,1,28,325,0,0,0,0
Region III (Central Luzon),Bataan,City of Balanga (Capital),PH030803000,20832,18929,1149,17,138,502,3,3,18,14
Region III (Central Luzon),Bataan,Dinalupihan,PH030804000,23405,20570,1398,24,228,1092,11,3,11,14
Region III (Central Luzon),Bataan,Hermosa,PH030805000,14212,11609,1190,64,228,1004,20,5,8,45
Region III (Central Luzon),Bataan,Limay,PH030806000,15036,13124,908,107,57,521,69,12,38,127
Region III (Central Luzon),Bataan,Mariveles,PH030807000,30691,28072,1344,150,135,634,15,21,50,183
Region III (Central Luzon),Bataan,Morong,PH030808000,6828,4998,782,16,87,890,9,2,6,12
Region III (Central Luzon),Bataan,Orani,PH030809000,15288,13603,1193,28,69,328,2,2,7,14
Region III (Central Luzon),Bataan,Orion,PH030810000,11740,9332,1598,14,113,620,5,0,9,3
Region III (Central Luzon),Bataan,Pilar,PH030811000,9251,8189,620,14,61,312,3,2,8,22
Region III (Central Luzon),Bataan,Samal,PH030812000,7605,6593,672,7,28,279,1,0,3,2
Region III (Central Luzon),Bulacan,Angat,PH031401000,14325,12611,1262,34,28,296,1,2,10,23
Region III (Central Luzon),Bulacan,Balagtas (Bigaa),PH031402000,17046,15789,938,1,32,230,1,1,6,10
Region III (Central Luzon),Bulacan,Baliuag,PH031403000,35488,33451,1657,20,39,239,0,2,24,14
Region III (Central Luzon),Bulacan,Bocaue,PH031404000,26062,23837,1721,36,40,285,6,7,38,45
Region III (Central Luzon),Bulacan,Bulacan,PH031405000,18019,16463,1168,36,38,199,9,7,16,51
Region III (Central Luzon),Bulacan,Bustos,PH031406000,15949,14957,681,48,25,170,3,8,10,15
Region III (Central Luzon),Bulacan,Calumpit,PH031407000,24219,22942,949,36,23,182,2,8,15,37
Region III (Central Luzon),Bulacan,Guiguinto,PH031408000,22769,21218,1137,42,40,200,3,3,13,36
Region III (Central Luzon),Bulacan,Hagonoy,PH031409000,28773,25778,1814,38,143,716,9,19,34,73
Region III (Central Luzon),Bulacan,City of Malolos (Capital),PH031410000,56255,52559,2884,78,79,474,8,9,30,33
Region III (Central Luzon),Bulacan,Marilao,PH031411000,51591,47453,3392,39,16,251,9,14,110,100
Region III (Central Luzon),Bulacan,City of Meycauayan,PH031412000,49919,44822,4288,69,74,383,4,14,49,76
Region III (Central Luzon),Bulacan,Norzagaray,PH031413000,24396,20532,2850,14,61,746,2,26,35,39
Region III (Central Luzon),Bulacan,Obando,PH031414000,12883,9758,2908,16,9,114,4,1,17,15
Region III (Central Luzon),Bulacan,Pandi,PH031415000,20193,18431,1423,34,33,172,0,3,13,28
Region III (Central Luzon),Bulacan,Paombong,PH031416000,11489,10040,710,24,207,402,11,5,30,19
Region III (Central Luzon),Bulacan,Plaridel,PH031417000,24206,22885,1076,17,16,160,4,3,8,14
Region III (Central Luzon),Bulacan,Pulilan,PH031418000,22279,20651,1000,53,81,313,12,8,17,57
Region III (Central Luzon),Bulacan,San Ildefonso,PH031419000,23932,20684,2305,53,62,663,5,3,45,25
Region III (Central Luzon),Bulacan,City of San Jose Del Monte,PH031420000,123530,115331,5493,314,134,1260,36,56,97,360
Region III (Central Luzon),Bulacan,San Miguel,PH031421000,33729,27726,3652,243,130,1251,18,72,99,175
Region III (Central Luzon),Bulacan,San Rafael,PH031422000,22051,20188,1232,15,63,376,9,8,13,72
Region III (Central Luzon),Bulacan,Santa Maria,PH031423000,57575,52319,3792,196,163,705,15,20,47,92
Region III (Central Luzon),Bulacan,Do̱a Remedios Trinidad,PH031424000,5059,2265,2120,10,10,593,4,0,9,1
Region III (Central Luzon),Nueva Ecija,Aliaga,PH034901000,13940,11877,1127,26,58,770,5,2,17,21
Region III (Central Luzon),Nueva Ecija,Bongabon,PH034902000,14819,11991,1709,28,129,887,4,2,5,7
Region III (Central Luzon),Nueva Ecija,City of Cabanatuan,PH034903000,66994,57534,7063,126,141,1607,17,20,110,206
Region III (Central Luzon),Nueva Ecija,Cabiao,PH034904000,16511,14965,809,43,48,526,14,6,17,20
Region III (Central Luzon),Nueva Ecija,Carranglan,PH034905000,9588,5553,2021,1,87,1885,3,0,7,2
Region III (Central Luzon),Nueva Ecija,Cuyapo,PH034906000,15003,10669,2059,8,132,2064,4,1,1,4
Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),PH034907000,8484,5734,743,2,205,1741,3,0,3,0
Region III (Central Luzon),Nueva Ecija,City of Gapan,PH034908000,24586,20536,2636,131,121,855,14,4,27,185
Region III (Central Luzon),Nueva Ecija,General Mamerto Natividad,PH034909000,9320,6934,1488,42,27,622,6,2,23,32
Region III (Central Luzon),Nueva Ecija,General Tinio (Papaya),PH034910000,10305,8472,1341,11,13,409,1,0,4,14
Region III (Central Luzon),Nueva Ecija,Guimba,PH034911000,28325,22269,3772,24,121,2013,2,4,26,25
Region III (Central Luzon),Nueva Ecija,Jaen,PH034912000,17602,14818,1712,24,61,884,5,5,21,25
Region III (Central Luzon),Nueva Ecija,Laur,PH034913000,8522,5662,1083,2,112,1594,2,0,6,7
Region III (Central Luzon),Nueva Ecija,Licab,PH034914000,6374,4569,1060,7,84,610,0,0,4,4
Region III (Central Luzon),Nueva Ecija,Llanera,PH034915000,9552,7345,1227,15,66,751,7,2,25,17
Region III (Central Luzon),Nueva Ecija,Lupao,PH034916000,9987,7458,1210,10,118,1105,10,6,10,6
Region III (Central Luzon),Nueva Ecija,Science City of Mu̱oz,PH034917000,18907,15215,2193,52,61,1185,6,13,19,34
Region III (Central Luzon),Nueva Ecija,Nampicuan,PH034918000,3018,2326,327,1,35,324,0,0,0,1
Region III (Central Luzon),Nueva Ecija,City of Palayan (Capital),PH034919000,9280,6911,961,8,114,1237,2,0,7,10
Region III (Central Luzon),Nueva Ecija,Pantabangan,PH034920000,6107,4092,1260,1,54,681,1,0,2,0
Region III (Central Luzon),Nueva Ecija,Pe̱aranda,PH034921000,6819,5672,765,26,8,193,18,1,48,20
Region III (Central Luzon),Nueva Ecija,Quezon,PH034922000,9443,7422,1133,37,74,637,11,5,13,51
Region III (Central Luzon),Nueva Ecija,Rizal,PH034923000,14751,11272,1370,19,198,1771,24,4,9,20
Region III (Central Luzon),Nueva Ecija,San Antonio,PH034924000,17419,14842,1783,59,48,491,7,6,42,52
Region III (Central Luzon),Nueva Ecija,San Isidro,PH034925000,11312,9785,1056,67,32,239,2,5,15,46
Region III (Central Luzon),Nueva Ecija,San Jose City,PH034926000,32328,25741,4726,69,112,1394,10,4,55,36
Region III (Central Luzon),Nueva Ecija,San Leonardo,PH034927000,14690,12161,1798,50,59,397,14,10,36,52
Region III (Central Luzon),Nueva Ecija,Santa Rosa,PH034928000,15659,13298,1614,77,35,488,12,8,29,46
Region III (Central Luzon),Nueva Ecija,Santo Domingo,PH034929000,14071,10887,1971,22,70,1010,7,1,13,35
Region III (Central Luzon),Nueva Ecija,Talavera,PH034930000,27987,24288,2560,32,165,693,5,5,21,31
Region III (Central Luzon),Nueva Ecija,Talugtug,PH034931000,5776,3248,1040,2,61,1403,1,1,4,2
Region III (Central Luzon),Nueva Ecija,Zaragoza,PH034932000,10982,8785,1312,10,58,775,6,1,5,11
Region III (Central Luzon),Pampanga,City of Angeles,PH035401000,94666,89960,3404,20,105,781,6,17,50,184
Region III (Central Luzon),Pampanga,Apalit,PH035402000,22801,21770,672,8,64,248,3,4,3,6
Region III (Central Luzon),Pampanga,Arayat,PH035403000,27433,24303,1548,25,382,1009,4,18,73,43
Region III (Central Luzon),Pampanga,Bacolor,PH035404000,9375,8604,462,7,28,210,0,2,6,31
Region III (Central Luzon),Pampanga,Candaba,PH035405000,22428,19938,1468,78,80,649,5,7,24,89
Region III (Central Luzon),Pampanga,Floridablanca,PH035406000,28196,24364,851,12,331,2549,4,6,4,24
Region III (Central Luzon),Pampanga,Guagua,PH035407000,24964,23004,1546,8,41,290,0,4,6,38
Region III (Central Luzon),Pampanga,Lubao,PH035408000,33868,30243,2075,61,301,1015,8,10,14,81
Region III (Central Luzon),Pampanga,Mabalacat City,PH035409000,55991,53197,1821,26,65,754,7,5,9,34
Region III (Central Luzon),Pampanga,Macabebe,PH035410000,15856,13493,1967,9,76,270,2,10,9,3
Region III (Central Luzon),Pampanga,Magalang,PH035411000,23821,22177,751,6,128,701,1,1,5,9
Region III (Central Luzon),Pampanga,Masantol,PH035412000,11665,8838,2244,22,49,459,2,3,14,4
Region III (Central Luzon),Pampanga,Mexico,PH035413000,31281,29560,917,7,143,617,1,2,3,6
Region III (Central Luzon),Pampanga,Minalin,PH035414000,9527,8273,924,6,26,245,0,1,25,5
Region III (Central Luzon),Pampanga,Porac,PH035415000,27156,24930,798,52,113,1149,14,8,12,45
Region III (Central Luzon),Pampanga,City of San Fernando (Capital),PH035416000,66370,62847,2123,52,327,573,4,37,22,148
Region III (Central Luzon),Pampanga,San Luis,PH035417000,10865,9629,1070,2,23,129,0,1,7,0
Region III (Central Luzon),Pampanga,San Simon,PH035418000,11226,10248,737,2,32,177,0,1,1,0
Region III (Central Luzon),Pampanga,Santa Ana,PH035419000,10636,10043,335,3,32,211,0,0,1,2
Region III (Central Luzon),Pampanga,Santa Rita,PH035420000,8830,8000,548,16,39,174,3,0,3,8
Region III (Central Luzon),Pampanga,Santo Tomas,PH035421000,8675,7597,987,1,6,73,0,0,0,0
Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),PH035422000,5584,4684,415,74,21,134,1,4,5,207
Region III (Central Luzon),Tarlac,Anao,PH036901000,2685,2237,346,1,2,82,0,0,1,0
Region III (Central Luzon),Tarlac,Bamban,PH036902000,14739,13398,544,21,85,622,9,7,13,28
Region III (Central Luzon),Tarlac,Camiling,PH036903000,19262,14903,3737,20,36,458,2,2,6,5
Region III (Central Luzon),Tarlac,Capas,PH036904000,30762,25949,1826,47,165,2610,17,4,3,27
Region III (Central Luzon),Tarlac,Concepcion,PH036905000,32539,29975,1623,26,144,654,8,9,23,34
Region III (Central Luzon),Tarlac,Gerona,PH036906000,21157,17579,2231,40,100,970,10,12,12,109
Region III (Central Luzon),Tarlac,La Paz,PH036907000,13885,11730,1252,56,81,562,4,7,28,30
Region III (Central Luzon),Tarlac,Mayantoc,PH036908000,7456,5701,1134,14,47,539,0,0,2,6
Region III (Central Luzon),Tarlac,Moncada,PH036909000,13314,10528,2063,37,37,497,8,2,6,10
Region III (Central Luzon),Tarlac,Paniqui,PH036910000,22013,18376,2573,16,83,842,4,2,4,9
Region III (Central Luzon),Tarlac,Pura,PH036911000,5585,4788,458,4,64,224,0,1,11,7
Region III (Central Luzon),Tarlac,Ramos,PH036912000,4710,3944,287,0,71,388,5,1,3,1
Region III (Central Luzon),Tarlac,San Clemente,PH036913000,3017,2275,592,0,3,123,0,0,0,1
Region III (Central Luzon),Tarlac,San Manuel,PH036914000,5645,4718,528,11,35,318,5,1,1,2
Region III (Central Luzon),Tarlac,Santa Ignacia,PH036915000,11454,8832,1939,12,33,584,1,1,4,10
Region III (Central Luzon),Tarlac,City of Tarlac (Capital),PH036916000,74429,67288,4376,233,252,1801,27,10,39,207
Region III (Central Luzon),Tarlac,Victoria,PH036917000,15035,12685,1414,47,69,718,14,5,16,17
Region III (Central Luzon),Tarlac,San Jose,PH036918000,8357,5349,1957,9,44,948,2,0,1,6
Region III (Central Luzon),Zambales,Botolan,PH037101000,13627,9904,888,37,108,2570,48,6,3,31
Region III (Central Luzon),Zambales,Cabangan,PH037102000,5966,4569,376,9,116,811,9,4,8,37
Region III (Central Luzon),Zambales,Candelaria,PH037103000,6034,4524,973,2,20,484,1,0,0,1
Region III (Central Luzon),Zambales,Castillejos,PH037104000,16636,14726,936,19,116,723,10,2,4,43
Region III (Central Luzon),Zambales,Iba (Capital),PH037105000,11450,9655,735,21,73,892,2,1,2,35
Region III (Central Luzon),Zambales,Masinloc,PH037106000,10620,7562,1647,44,68,1175,4,3,28,12
Region III (Central Luzon),Zambales,City of Olongapo,PH037107000,55265,51164,2875,114,77,578,18,25,98,187
Region III (Central Luzon),Zambales,Palauig,PH037108000,7857,5757,657,24,140,1221,12,2,3,7
Region III (Central Luzon),Zambales,San Antonio,PH037109000,8572,7143,767,21,61,515,3,0,8,21
Region III (Central Luzon),Zambales,San Felipe,PH037110000,5585,4437,364,7,96,651,3,0,2,9
Region III (Central Luzon),Zambales,San Marcelino,PH037111000,8019,6552,570,17,73,716,9,11,7,14
Region III (Central Luzon),Zambales,San Narciso,PH037112000,7038,5708,757,30,42,447,3,1,2,8
Region III (Central Luzon),Zambales,Santa Cruz,PH037113000,13680,10222,1837,72,74,1286,27,2,12,19
Region III (Central Luzon),Zambales,Subic,PH037114000,24760,20254,1984,104,218,1750,56,10,150,103
Region III (Central Luzon),Aurora,Baler (Capital),PH037701000,8760,5756,1883,9,55,962,9,4,18,4
Region III (Central Luzon),Aurora,Casiguran,PH037702000,5684,2591,1944,24,52,1029,17,1,14,3
Region III (Central Luzon),Aurora,Dilasag,PH037703000,3860,1951,1386,0,18,493,0,0,6,0
Region III (Central Luzon),Aurora,Dinalungan,PH037704000,2658,1529,555,1,35,519,0,0,1,1
Region III (Central Luzon),Aurora,Dingalan,PH037705000,5706,3234,1543,10,52,648,6,8,70,32
Region III (Central Luzon),Aurora,Dipaculao,PH037706000,7024,4362,1762,11,32,807,0,0,11,2
Region III (Central Luzon),Aurora,Maria Aurora,PH037707000,9347,6552,2316,20,22,370,6,0,18,6
Region III (Central Luzon),Aurora,San Luis,PH037708000,6027,3445,2082,20,22,367,6,1,15,15
Region IV-A (CALABARZON),Batangas,Agoncillo,PH041001000,7806,6896,590,2,22,255,3,1,3,2
Region IV-A (CALABARZON),Batangas,Alitagtag,PH041002000,5089,4314,504,16,13,217,2,0,2,6
Region IV-A (CALABARZON),Batangas,Balayan,PH041003000,20414,18231,1220,35,93,682,4,2,27,29
Region IV-A (CALABARZON),Batangas,Balete,PH041004000,4580,4000,369,21,12,112,0,2,2,57
Region IV-A (CALABARZON),Batangas,Batangas City (Capital),PH041005000,75485,65829,6902,71,187,1954,15,12,90,65
Region IV-A (CALABARZON),Batangas,Bauan,PH041006000,20241,18552,1344,28,28,247,5,1,4,4
Region IV-A (CALABARZON),Batangas,Calaca,PH041007000,17707,15961,1179,12,60,414,3,0,24,17
Region IV-A (CALABARZON),Batangas,Calatagan,PH041008000,13337,10817,1391,16,142,899,9,5,4,22
Region IV-A (CALABARZON),Batangas,Cuenca,PH041009000,7160,6136,791,21,37,139,0,1,3,4
Region IV-A (CALABARZON),Batangas,Ibaan,PH041010000,12005,10468,1231,6,36,229,1,1,10,8
Region IV-A (CALABARZON),Batangas,Laurel,PH041011000,8551,7260,938,25,18,250,2,4,19,14
Region IV-A (CALABARZON),Batangas,Lemery,PH041012000,19635,17068,1553,29,89,751,4,14,33,24
Region IV-A (CALABARZON),Batangas,Lian,PH041013000,12507,10099,1387,15,99,809,4,15,3,12
Region IV-A (CALABARZON),Batangas,City of Lipa,PH041014000,72177,67041,4131,133,85,548,9,8,42,51
Region IV-A (CALABARZON),Batangas,Lobo,PH041015000,8945,6541,1863,14,21,434,1,0,5,4
Region IV-A (CALABARZON),Batangas,Mabini,PH041016000,9757,8092,1098,23,66,412,10,0,34,9
Region IV-A (CALABARZON),Batangas,Malvar,PH041017000,12833,11487,1066,22,6,95,1,8,26,98
Region IV-A (CALABARZON),Batangas,Mataasnakahoy,PH041018000,6415,5694,501,3,12,109,1,17,15,44
Region IV-A (CALABARZON),Batangas,Nasugbu,PH041019000,30482,24505,4003,72,132,1498,25,17,47,88
Region IV-A (CALABARZON),Batangas,Padre Garcia,PH041020000,10782,9622,943,34,28,95,2,1,9,10
Region IV-A (CALABARZON),Batangas,Rosario,PH041021000,25971,21040,4013,64,54,570,6,2,35,25
Region IV-A (CALABARZON),Batangas,San Jose,PH041022000,17972,16043,1417,5,55,381,2,2,6,47
Region IV-A (CALABARZON),Batangas,San Juan,PH041023000,23713,17099,5496,68,94,805,5,4,10,11
Region IV-A (CALABARZON),Batangas,San Luis,PH041024000,7218,5983,861,0,18,309,0,5,8,2
Region IV-A (CALABARZON),Batangas,San Nicolas,PH041025000,4473,3653,361,4,8,445,0,1,1,0
Region IV-A (CALABARZON),Batangas,San Pascual,PH041026000,14589,13411,840,17,35,249,2,4,6,3
Region IV-A (CALABARZON),Batangas,Santa Teresita,PH041027000,4218,3626,409,2,7,148,1,0,0,1
Region IV-A (CALABARZON),Batangas,Santo Tomas,PH041028000,42118,38401,2285,127,99,988,11,12,38,100
Region IV-A (CALABARZON),Batangas,Taal,PH041029000,11900,10484,831,8,51,409,0,10,7,71
Region IV-A (CALABARZON),Batangas,Talisay,PH041030000,9685,8505,814,4,17,304,1,0,10,8
Region IV-A (CALABARZON),Batangas,City of Tanauan,PH041031000,37426,34007,1908,167,83,695,11,39,35,295
Region IV-A (CALABARZON),Batangas,Taysan,PH041032000,8479,6491,1403,11,28,498,1,1,8,10
Region IV-A (CALABARZON),Batangas,Tingloy,PH041033000,4054,2623,363,3,97,942,6,0,0,0
Region IV-A (CALABARZON),Batangas,Tuy,PH041034000,10034,8326,1220,17,156,273,6,0,11,10
Region IV-A (CALABARZON),Cavite,Alfonso,PH042101000,11762,10668,778,28,21,230,3,6,3,5
Region IV-A (CALABARZON),Cavite,Amadeo,PH042102000,8761,7883,662,40,10,89,3,1,10,13
Region IV-A (CALABARZON),Cavite,City of Bacoor,PH042103000,144707,120799,19878,163,190,2211,19,102,223,271
Region IV-A (CALABARZON),Cavite,Carmona,PH042104000,23448,21346,1496,173,14,103,16,24,27,66
Region IV-A (CALABARZON),Cavite,City of Cavite,PH042105000,23828,16087,7206,24,10,370,4,3,16,74
Region IV-A (CALABARZON),Cavite,City of Dasmari̱as,PH042106000,145166,136331,7113,244,87,468,9,139,148,305
Region IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,PH042107000,4365,3790,533,3,4,25,0,0,0,0
Region IV-A (CALABARZON),Cavite,City of General Trias,PH042108000,76687,72051,3788,133,38,230,15,31,84,149
Region IV-A (CALABARZON),Cavite,City of Imus,PH042109000,95234,88703,5290,171,93,255,5,30,218,278
Region IV-A (CALABARZON),Cavite,Indang,PH042110000,14797,13095,1365,64,9,154,2,8,23,16
Region IV-A (CALABARZON),Cavite,Kawit,PH042111000,19510,15532,3322,87,86,229,30,4,23,133
Region IV-A (CALABARZON),Cavite,Magallanes,PH042112000,4766,3575,1102,29,6,22,0,0,4,1
Region IV-A (CALABARZON),Cavite,Maragondon,PH042113000,8201,6163,1561,82,12,278,4,4,15,24
Region IV-A (CALABARZON),Cavite,Mendez (Mendez-Nu̱ez),PH042114000,7016,6345,559,8,17,64,0,0,7,6
Region IV-A (CALABARZON),Cavite,Naic,PH042115000,25703,21550,2994,85,99,775,5,5,32,64
Region IV-A (CALABARZON),Cavite,Noveleta,PH042116000,11088,9813,1050,22,8,113,16,4,12,33
Region IV-A (CALABARZON),Cavite,Rosario,PH042117000,27856,24667,2554,68,33,336,28,14,33,97
Region IV-A (CALABARZON),Cavite,Silang,PH042118000,56961,51378,4028,308,79,585,22,15,56,184
Region IV-A (CALABARZON),Cavite,City of Tagaytay,PH042119000,15969,14135,1164,158,12,80,4,20,17,283
Region IV-A (CALABARZON),Cavite,Tanza,PH042120000,53692,47410,4754,69,365,701,23,5,115,62
Region IV-A (CALABARZON),Cavite,Ternate,PH042121000,5645,3821,1308,16,15,402,1,6,9,43
Region IV-A (CALABARZON),Cavite,City of Trece Martires (Capital),PH042122000,32795,30791,1370,91,31,298,8,7,20,73
Region IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,PH042123000,33914,31454,1849,136,19,138,6,14,32,126
Region IV-A (CALABARZON),Laguna,Alaminos,PH043401000,11025,9183,1370,45,23,358,5,2,4,22
Region IV-A (CALABARZON),Laguna,Bay,PH043402000,14987,12525,1967,74,47,262,5,4,42,21
Region IV-A (CALABARZON),Laguna,City of Bi̱an,PH043403000,82168,74140,6221,63,57,467,10,49,94,286
Region IV-A (CALABARZON),Laguna,City of Cabuyao,PH043404000,78730,75553,2589,69,37,235,3,10,32,72
Region IV-A (CALABARZON),Laguna,City of Calamba,PH043405000,113431,102316,9306,274,117,631,13,31,143,325
Region IV-A (CALABARZON),Laguna,Calauan,PH043406000,17591,15404,1841,34,76,174,4,10,11,3
Region IV-A (CALABARZON),Laguna,Cavinti,PH043407000,5355,4038,929,4,13,344,0,2,3,1
Region IV-A (CALABARZON),Laguna,Famy,PH043408000,3611,2368,1143,22,1,41,1,0,7,2
Region IV-A (CALABARZON),Laguna,Kalayaan,PH043409000,5109,3125,1684,24,1,94,1,2,64,43
Region IV-A (CALABARZON),Laguna,Liliw,PH043410000,8990,7126,1198,41,21,395,3,37,63,25
Region IV-A (CALABARZON),Laguna,Los Ba̱os,PH043411000,27722,24837,2226,45,37,380,10,5,121,26
Region IV-A (CALABARZON),Laguna,Luisiana,PH043412000,4635,4073,478,4,5,59,1,2,7,0
Region IV-A (CALABARZON),Laguna,Lumban,PH043413000,6933,5687,1044,12,5,76,1,0,2,0
Region IV-A (CALABARZON),Laguna,Mabitac,PH043414000,4490,2858,1313,39,3,136,2,51,10,10
Region IV-A (CALABARZON),Laguna,Magdalena,PH043415000,5754,3947,1424,8,10,289,1,2,12,8
Region IV-A (CALABARZON),Laguna,Majayjay,PH043416000,6464,4869,1101,6,20,393,0,1,12,8
Region IV-A (CALABARZON),Laguna,Nagcarlan,PH043417000,15212,12557,2078,19,20,389,0,5,64,6
Region IV-A (CALABARZON),Laguna,Paete,PH043418000,5425,4274,848,20,118,105,7,2,5,11
Region IV-A (CALABARZON),Laguna,Pagsanjan,PH043419000,9581,7960,1375,39,14,100,1,0,10,3
Region IV-A (CALABARZON),Laguna,Pakil,PH043420000,4571,3328,1051,6,6,140,0,0,14,1
Region IV-A (CALABARZON),Laguna,Pangil,PH043421000,5393,3694,1366,37,3,138,4,1,32,39
Region IV-A (CALABARZON),Laguna,Pila,PH043422000,11326,9368,1724,21,12,103,0,1,7,6
Region IV-A (CALABARZON),Laguna,Rizal,PH043423000,4061,3394,456,17,4,61,0,19,52,11
Region IV-A (CALABARZON),Laguna,City of San Pablo,PH043424000,60788,51724,7785,169,62,835,14,4,18,41
Region IV-A (CALABARZON),Laguna,City of San Pedro,PH043425000,71496,66217,4567,97,17,106,25,59,114,201
Region IV-A (CALABARZON),Laguna,Santa Cruz (Capital),PH043426000,27061,23004,3404,135,63,275,7,5,11,26
Region IV-A (CALABARZON),Laguna,Santa Maria,PH043427000,6983,5006,1832,14,11,76,2,0,7,17
Region IV-A (CALABARZON),Laguna,City of Santa Rosa,PH043428000,94323,88919,4563,101,73,344,3,9,44,114
Region IV-A (CALABARZON),Laguna,Siniloan,PH043429000,8315,6091,1814,28,15,302,5,1,10,9
Region IV-A (CALABARZON),Laguna,Victoria,PH043430000,10362,9049,1113,14,10,98,0,1,4,20
Region IV-A (CALABARZON),Quezon,Agdangan,PH045601000,3156,2164,390,22,56,476,14,0,0,3
Region IV-A (CALABARZON),Quezon,Alabat,PH045602000,3539,2176,629,4,52,626,0,0,1,1
Region IV-A (CALABARZON),Quezon,Atimonan,PH045603000,14422,9929,2434,64,180,1664,41,8,22,23
Region IV-A (CALABARZON),Quezon,Buenavista,PH045605000,6754,2346,1574,30,132,2538,33,0,4,12
Region IV-A (CALABARZON),Quezon,Burdeos,PH045606000,5634,1243,420,9,426,3345,72,5,9,86
Region IV-A (CALABARZON),Quezon,Calauag,PH045607000,16451,6956,3629,29,391,5119,35,27,33,31
Region IV-A (CALABARZON),Quezon,Candelaria,PH045608000,26841,20820,4801,74,69,868,7,6,40,45
Region IV-A (CALABARZON),Quezon,Catanauan,PH045610000,15231,6032,4674,23,220,4215,18,7,3,7
Region IV-A (CALABARZON),Quezon,Dolores,PH045615000,6463,4960,1251,51,4,127,3,1,12,28
Region IV-A (CALABARZON),Quezon,General Luna,PH045616000,5666,2486,1206,31,117,1697,49,1,9,16
Region IV-A (CALABARZON),Quezon,General Nakar,PH045617000,6357,2299,2143,1,74,1710,12,0,34,12
Region IV-A (CALABARZON),Quezon,Guinayangan,PH045618000,10189,4502,1886,11,247,3445,34,0,8,19
Region IV-A (CALABARZON),Quezon,Gumaca,PH045619000,17334,9848,3724,167,279,2968,48,6,21,55
Region IV-A (CALABARZON),Quezon,Infanta,PH045620000,16209,10107,2374,51,519,2866,188,4,39,21
Region IV-A (CALABARZON),Quezon,Jomalig,PH045621000,1522,230,32,0,171,900,4,19,162,1
Region IV-A (CALABARZON),Quezon,Lopez,PH045622000,20674,10415,4744,54,271,4930,42,7,22,22
Region IV-A (CALABARZON),Quezon,Lucban,PH045623000,11342,9759,1296,9,25,230,3,0,2,9
