Mun_name,Mun_Code,mean_slope,mean_elevation_m,ruggedness_stdev,mean_ruggedness,slope_stdev,area_km2,poverty_perc,with_coast,coast_length,perimeter
BOBON,PH084803000,6.05,72.23,24.36,32.13,5.29,120,8.63,1,11197,62299
CAPUL,PH084804000,6.75,59.64,20.35,35.08,4.61,34,7.74,1,32897,32897
CATARMAN (Capital),PH084805000,6.37,55.26,22.85,33.87,5.00,303,7.00,1,11893,82729
CATUBIG,PH084806000,7.44,85.43,26.13,38.45,5.65,242,5.95,1,6416,85170
GAMAY,PH084807000,4.22,45.48,18.26,21.79,3.99,85,9.00,1,42001,75241
LAOANG,PH084808000,3.01,24.72,17.50,16.19,3.66,206,8.64,1,64968,244389
LAPINIG,PH084809000,4.39,29.21,15.63,23.87,3.29,48,5.28,1,51960,78031
LAS NAVAS,PH084810000,5.09,47.25,18.07,28.21,3.86,282,7.42,0,,74830
LAVEZARES,PH084811000,5.07,53.90,19.02,26.82,4.19,104,8.13,1,35931,145165
MAPANAS,PH084812000,6.92,127.24,21.64,34.56,4.87,132,7.37,1,14983,67650
MONDRAGON,PH084813000,8.54,106.74,29.13,45.48,6.19,302,7.08,1,19593,92004
PALAPAG,PH084814000,7.54,87.13,29.43,38.00,6.42,178,6.90,1,6560,92249
PAMBUJAN,PH084815000,6.60,63.10,31.74,34.48,6.68,162,4.77,1,26270,85734
ROSARIO,PH084816000,4.22,57.66,18.54,23.01,4.08,61,8.36,1,13716,80642
SAN ANTONIO,PH084817000,3.02,30.61,12.86,16.00,2.98,28,6.72,1,26565,26565
SAN ISIDRO,PH084818000,8.28,240.75,22.63,42.29,5.25,182,7.67,1,26875,64366
SAN JOSE,PH084819000,5.74,69.19,29.30,30.32,6.40,81,8.23,1,32407,102069
SAN ROQUE,PH084820000,7.35,72.92,29.94,38.55,6.30,169,5.34,1,9625,60136
SAN VICENTE,PH084821000,11.29,60.18,26.52,54.10,6.16,18,8.24,1,11169,65445
SILVINO LOBOS,PH084822000,8.96,103.81,25.03,48.87,5.47,256,7.48,0,,76385
VICTORIA,PH084823000,6.67,133.45,23.86,35.12,5.33,135,6.88,1,13107,63936
LOPE DE VEGA,PH084824000,9.40,137.79,26.89,49.16,5.97,244,6.16,0,,83705
ALMAGRO,PH086001000,17.97,147.58,29.46,87.46,6.75,24,8.67,1,39711,51310
BASEY,PH086002000,6.13,177.26,25.43,32.34,5.44,596,7.58,1,37211,136502
CALBAYOG CITY,PH086003000,8.96,149.01,29.25,47.46,6.42,876,6.33,1,79415,180227
CALBIGA,PH086004000,5.71,160.28,25.93,32.18,5.17,196,7.56,1,7714,66936
CITY OF CATBALOGAN (Capital),PH086005000,10.12,131.22,28.71,53.43,6.43,169,4.85,1,52822,175582
DARAM,PH086006000,10.27,77.13,27.36,51.56,6.37,104,9.42,1,28334,217289
GANDARA,PH086007000,8.12,102.72,26.62,43.37,5.81,305,8.37,1,10402,129644
HINABANGAN,PH086008000,11.21,298.28,37.39,62.94,7.47,401,7.79,0,,85568
JIABONG,PH086009000,8.54,233.88,24.38,44.12,5.41,122,7.04,1,5720,61371
MARABUT,PH086010000,9.02,175.63,30.68,44.92,6.68,137,8.39,1,42050,75587
MATUGUINAO,PH086011000,8.15,291.26,24.41,43.58,5.38,375,11.92,0,,89462
MOTIONG,PH086012000,6.43,204.08,22.74,34.37,4.77,126,8.76,1,9162,88107
PINABACDAO,PH086013000,5.32,97.31,20.24,29.96,4.30,99,8.31,1,10756,67452
SAN JOSE DE BUAN,PH086014000,9.86,332.51,24.98,48.72,5.78,298,9.68,0,,72425
SAN SEBASTIAN,PH086015000,1.52,8.62,9.23,9.49,1.81,33,8.38,1,336,32767
SANTA MARGARITA,PH086016000,6.34,65.65,23.37,34.67,4.98,126,7.81,1,17071,66833
SANTA RITA,PH086017000,4.51,36.30,21.78,24.91,4.53,244,7.63,1,57621,151661
SANTO NIï¿½ï¿½O,PH086018000,14.31,133.33,36.02,68.95,7.77,30,9.52,1,17184,44120
TALALORA,PH086019000,9.91,82.37,29.35,51.09,6.48,27,9.02,1,43462,55860
TARANGNAN,PH086020000,7.03,35.55,22.34,38.42,4.86,87,9.03,1,92928,159041
VILLAREAL,PH086021000,4.02,34.53,16.94,22.48,3.54,131,8.83,1,5,110539
PARANAS (WRIGHT),PH086022000,9.44,210.80,29.07,49.86,6.31,513,6.82,1,12295,103873
ZUMARRAGA,PH086023000,10.25,83.41,27.97,50.53,6.27,35,9.46,1,69390,75124
TAGAPUL-AN,PH086024000,15.31,126.39,25.57,73.87,6.23,29,8.40,1,3204,51723
SAN JORGE,PH086025000,7.55,147.23,27.87,41.43,5.87,269,8.53,0,,78756
PAGSANGHAN,PH086026000,3.93,18.08,17.85,22.07,3.76,33,8.71,1,4149,34378
ANAHAWAN,PH086401000,10.91,287.80,41.99,54.37,8.13,35,3.81,1,7940,25433
BONTOC,PH086402000,9.96,216.40,33.88,50.32,7.49,125,6.47,1,6799,75820
HINUNANGAN,PH086403000,11.21,242.68,39.10,58.40,8.05,168,5.09,1,13037,80657
HINUNDAYAN,PH086404000,5.74,71.35,28.68,30.04,5.95,42,3.87,1,15442,30154
LIBAGON,PH086405000,17.75,359.97,54.24,92.71,10.35,105,5.52,1,25161,61018
LILOAN,PH086406000,14.89,220.01,38.89,75.17,8.20,87,4.78,1,20936,77508
CITY OF MAASIN (Capital),PH086407000,8.89,243.04,27.66,46.94,6.17,204,3.06,1,28994,88053
MACROHON,PH086408000,8.73,159.62,30.33,46.44,6.42,66,4.10,1,20584,43504
MALITBOG,PH086409000,10.89,232.34,31.35,55.49,7.00,85,4.41,1,18041,46272
PADRE BURGOS,PH086410000,10.23,160.80,31.36,51.35,6.82,28,3.28,1,17961,31456
PINTUYAN,PH086411000,16.92,277.18,40.89,83.75,8.45,45,5.36,1,16359,41965
SAINT BERNARD,PH086412000,10.59,157.01,36.41,52.98,7.80,87,4.68,1,12107,58303
SAN FRANCISCO,PH086413000,13.86,200.51,38.76,69.07,8.17,55,5.07,1,18646,39008
SAN JUAN (CABALIAN),PH086414000,11.87,162.56,43.49,58.95,8.56,31,4.23,1,10552,26873
SAN RICARDO,PH086415000,19.32,260.98,45.73,95.99,9.35,38,5.61,1,24334,47066
SILAGO,PH086416000,10.49,324.61,32.84,52.33,6.91,169,4.41,1,23419,66757
SOGOD,PH086417000,14.63,392.14,42.33,75.11,8.92,220,4.59,1,10474,63848
TOMAS OPPUS,PH086418000,11.38,266.41,30.23,57.12,6.67,59,5.54,1,11758,35786
LIMASAWA,PH086419000,13.61,71.50,43.06,66.09,9.16,7,6.57,1,21011,21011
ALMERIA,PH087801000,11.35,292.51,37.63,57.07,7.68,51,3.03,1,12395,36872
BILIRAN,PH087802000,9.79,250.70,42.87,49.02,8.78,62,3.60,1,30612,50896
CABUCGAYAN,PH087803000,15.65,425.10,53.67,77.92,10.27,59,4.67,1,20995,39924
CAIBIRAN,PH087804000,12.81,296.09,51.24,63.56,9.77,77,5.53,1,14990,42613
CULABA,PH087805000,16.01,452.61,54.28,81.96,10.08,85,5.46,1,16867,39639
KAWAYAN,PH087806000,15.84,372.03,48.77,79.16,9.58,70,4.70,1,1428,60767
MARIPIPI,PH087807000,17.89,229.35,52.56,88.97,10.01,29,3.99,1,24079,28455
NAVAL (Capital),PH087808000,7.96,202.80,33.58,39.51,6.96,99,3.47,1,16793,54267
DAPITAN CITY,PH097201000,8.72,101.03,37.57,44.58,7.90,220,7.82,1,71591,162936
DIPOLOG CITY (Capital),PH097202000,4.87,53.04,27.77,25.99,5.93,118,5.50,1,17446,102048
KATIPUNAN,PH097203000,12.23,231.34,41.33,63.40,8.91,233,11.47,1,6610,91593
LA LIBERTAD,PH097204000,5.35,193.71,21.79,27.80,4.64,55,9.02,0,,48698
LABASON,PH097205000,7.31,144.31,27.34,35.88,6.38,159,12.48,1,24060,76404
LILOY,PH097206000,3.23,64.67,13.83,18.56,2.87,122,10.61,1,24840,62807
MANUKAN,PH097207000,11.29,221.61,35.57,58.09,7.69,147,13.57,1,18880,74288
MUTIA,PH097208000,7.65,412.65,31.54,39.68,6.53,88,8.73,0,,54532
PIï¿½ï¿½AN (NEW PIï¿½ï¿½AN),PH097209000,4.42,167.92,21.56,23.82,4.59,123,11.64,0,,86044
POLANCO,PH097210000,5.01,86.24,26.88,26.36,5.82,161,9.32,0,,99921
PRES. MANUEL A. ROXAS,PH097211000,13.75,381.94,39.41,70.14,8.58,233,11.22,1,10030,82822
RIZAL,PH097212000,6.75,113.53,24.41,33.45,5.60,67,9.55,1,13808,58141
SALUG,PH097213000,6.39,150.63,24.90,34.00,5.36,144,11.61,1,16408,94501
SERGIO OSMEï¿½ï¿½A SR.,PH097214000,13.87,479.67,38.75,70.20,8.33,371,12.16,0,,109183
SIAYAN,PH097215000,12.11,391.39,30.64,60.94,6.96,482,14.15,0,,132305
SIBUCO,PH097216000,13.30,308.70,34.80,66.74,7.70,598,15.57,1,70707,153058
SIBUTAD,PH097217000,9.80,106.69,45.71,48.86,9.21,68,9.53,1,19380,62192
SINDANGAN,PH097218000,11.28,270.40,35.49,56.43,7.87,444,10.56,1,44013,176234
SIOCON,PH097219000,11.12,216.21,33.33,55.89,7.52,371,8.84,1,42014,111982
SIRAWAI,PH097220000,10.99,238.65,29.31,56.08,6.78,270,14.43,1,32546,93296
TAMPILISAN,PH097221000,5.53,191.60,24.09,29.34,5.17,144,12.63,0,,70294
JOSE DALMAN (PONOT),PH097222000,9.69,224.50,28.93,49.33,6.38,134,12.41,1,22239,79357
GUTALAC,PH097223000,8.81,257.77,29.75,45.65,6.65,398,13.35,1,41595,114635
BALIGUIAN,PH097224000,14.04,384.57,35.69,70.30,8.01,391,9.63,1,41327,115315
GODOD,PH097225000,8.83,336.71,27.28,45.37,6.22,237,15.24,0,,97072
BACUNGAN (Leon T. Postigo),PH097226000,12.68,459.10,29.92,62.61,6.88,250,12.47,1,14690,104983
KALAWIT,PH097227000,5.71,169.87,23.01,29.98,5.14,249,13.81,0,,92365
AURORA,PH097302000,5.52,175.99,24.39,29.47,5.27,160,8.08,1,11044,88946
BAYOG,PH097303000,11.50,288.03,33.47,58.06,7.48,265,9.88,0,,106304
DIMATALING,PH097305000,4.66,127.63,20.60,23.27,4.52,110,11.18,1,52821,95307
DINAS,PH097306000,5.17,119.65,20.36,25.88,4.52,166,11.27,1,53041,111857
DUMALINAO,PH097307000,8.00,217.59,24.08,38.55,5.52,127,9.46,1,24596,78886
DUMINGAG,PH097308000,9.43,278.84,30.47,47.88,6.73,303,9.60,0,,100850
KUMALARANG,PH097311000,9.43,176.44,32.30,46.87,7.15,134,12.39,1,19776,74893
LABANGAN,PH097312000,8.73,181.78,39.77,43.60,8.61,160,10.18,1,12365,100861
LAPUYAN,PH097313000,8.30,219.88,30.16,41.36,6.55,156,14.34,1,42548,102203
MAHAYAG,PH097315000,7.24,145.88,39.48,37.38,8.23,185,8.85,0,,89741
MARGOSATUBIG,PH097317000,7.97,204.07,22.59,38.58,5.15,84,9.84,1,55610,96531
MIDSALIP,PH097318000,12.00,510.27,40.07,60.49,8.54,280,11.98,0,,87739
MOLAVE,PH097319000,5.09,225.02,26.43,28.13,5.30,107,7.00,0,,84176
PAGADIAN CITY (Capital),PH097322000,9.24,339.00,33.51,45.16,7.28,275,6.26,1,33743,136655
RAMON MAGSAYSAY (LIARGO),PH097323000,5.28,163.23,24.15,28.11,5.15,97,10.17,0,,56079
SAN MIGUEL,PH097324000,7.95,295.35,29.98,40.43,6.40,92,11.33,0,,61261
SAN PABLO,PH097325000,8.19,184.20,23.19,40.32,5.29,103,10.12,1,31156,73374
TABINA,PH097327000,5.39,114.80,14.03,27.28,3.34,67,10.64,1,35851,53411
TAMBULIG,PH097328000,2.99,89.94,20.25,16.89,4.04,139,9.21,1,17536,99640
TUKURAN,PH097330000,7.69,155.73,27.98,38.32,6.25,130,9.23,1,14646,91956
ZAMBOANGA CITY,PH097332000,9.03,280.80,35.50,46.02,7.66,1496,6.02,1,285811,521492
LAKEWOOD,PH097333000,12.52,428.88,35.58,61.98,7.82,197,12.97,1,12554,92847
JOSEFINA,PH097337000,6.60,549.13,20.98,35.75,4.27,52,8.81,0,,41987
PITOGO,PH097338000,4.15,68.41,14.90,21.69,3.32,74,9.27,1,58511,86960
SOMINOT (DON MARIANO MARCOS),PH097340000,8.02,282.31,26.71,41.46,5.92,112,8.18,0,,65577
VINCENZO A. SAGUN,PH097341000,6.90,114.04,19.64,32.79,4.47,62,9.79,1,52730,76449
GUIPOS,PH097343000,9.13,267.84,33.52,47.01,7.19,97,8.55,0,,59015
TIGBAO,PH097344000,11.95,461.11,40.19,60.78,8.56,124,12.36,0,,57060
ALICIA,PH098301000,4.27,60.75,19.71,22.87,4.36,146,13.21,1,87004,130338
BUUG,PH098302000,8.87,206.13,32.77,44.11,7.27,153,9.60,1,11920,66669
DIPLAHAN,PH098303000,7.47,124.13,37.18,38.07,7.84,124,8.34,0,,77904
IMELDA,PH098304000,7.27,118.09,24.89,37.99,5.47,85,7.64,0,,45340
IPIL (Capital),PH098305000,5.02,82.53,26.39,25.95,5.86,158,9.05,1,52978,106611
KABASALAN,PH098306000,11.33,294.68,33.68,57.39,7.54,321,9.42,1,3603,82765
MABUHAY,PH098307000,1.90,17.86,6.77,11.30,1.42,80,6.89,1,80451,132573
MALANGAS,PH098308000,5.48,108.79,21.19,28.20,4.72,121,9.69,1,64112,113336
NAGA,PH098309000,5.18,96.71,22.23,27.84,4.80,152,10.82,1,59981,126442
OLUTANGA,PH098310000,1.26,15.43,4.27,7.94,0.86,65,8.19,1,12,96120
PAYAO,PH098311000,3.91,49.47,21.87,21.26,4.69,192,10.76,1,82404,147549
ROSELLER LIM,PH098312000,8.37,227.87,30.73,42.54,6.90,211,9.95,1,31933,97034
SIAY,PH098313000,5.41,84.78,26.51,28.84,5.65,228,10.08,1,27649,112772
TALUSAN,PH098314000,1.98,22.58,7.67,11.72,1.64,46,5.76,1,8474,62957
TITAY,PH098315000,5.88,160.82,27.65,30.37,6.13,297,10.48,0,,101266
TUNGAWAN,PH098316000,6.21,125.51,22.35,33.07,4.89,344,11.07,1,122813,204531
CITY OF ISABELA,PH099701000,5.34,208.24,18.21,27.45,3.99,220,8.30,1,36577,136094
BAUNGON,PH101301000,12.31,731.37,61.22,65.14,11.52,421,6.74,0,,137251
DAMULOG,PH101302000,6.92,219.23,22.16,38.88,4.85,173,7.37,0,,75940
DANGCAGAN,PH101303000,4.38,325.55,20.47,22.90,4.57,73,6.97,0,,53696
DON CARLOS,PH101304000,3.34,348.09,15.54,17.98,3.33,217,5.17,0,,106951
IMPASUG-ONG,PH101305000,13.45,1105.50,42.90,67.12,8.88,955,9.69,0,,186909
KADINGILAN,PH101306000,6.15,292.77,24.66,32.80,5.24,167,8.27,0,,99922
KALILANGAN,PH101307000,6.08,741.76,25.42,32.35,5.38,218,5.44,0,,106160
KIBAWE,PH101308000,7.42,310.09,27.53,37.94,5.98,174,6.84,0,,82271
KITAOTAO,PH101309000,11.57,575.47,41.33,58.36,8.71,387,11.70,0,,171711
LANTAPAN,PH101310000,11.34,1250.34,56.28,57.19,10.34,356,7.62,0,,103272
LIBONA,PH101311000,6.26,564.18,29.98,32.68,6.22,270,4.40,0,,95905
CITY OF MALAYBALAY (Capital),PH101312000,11.13,813.83,42.34,55.41,8.92,1005,4.67,0,,177145
MALITBOG,PH101313000,15.39,669.64,53.61,79.66,10.47,382,10.38,0,,97083
MANOLO FORTICH,PH101314000,9.15,624.93,45.20,47.27,8.91,437,4.18,0,,168964
MARAMAG,PH101315000,6.14,508.58,27.89,29.98,5.91,321,3.60,0,,106943
PANGANTUCAN,PH101316000,9.61,928.74,40.67,48.89,8.21,431,6.77,0,,160031
QUEZON,PH101317000,10.26,670.49,38.95,51.50,8.25,648,6.11,0,,133195
SAN FERNANDO,PH101318000,13.75,703.06,41.01,68.52,8.80,606,9.12,0,,120750
SUMILAO,PH101319000,7.61,776.94,36.39,40.15,7.27,169,6.76,0,,68287
TALAKAG,PH101320000,10.10,1177.11,51.89,52.68,9.96,979,8.28,0,,187169
CITY OF VALENCIA,PH101321000,8.10,721.44,40.23,40.25,8.36,668,4.44,0,,173941
CABANGLASAN,PH101322000,11.38,580.02,45.35,58.37,9.39,307,9.25,0,,96881
CATARMAN,PH101801000,14.56,408.30,53.49,71.77,10.44,74,6.14,1,18646,37572
GUINSILIBAN,PH101802000,13.81,272.63,42.36,67.99,8.48,30,8.80,1,12756,30561
MAHINOG,PH101803000,14.06,337.54,47.21,69.24,9.60,31,6.35,1,11092,29257
MAMBAJAO (Capital),PH101804000,11.49,297.79,45.72,55.27,9.32,73,5.55,1,24346,42307
SAGAY,PH101805000,13.50,384.79,42.59,65.95,8.60,35,9.56,1,9452,29465
BACOLOD,PH103501000,4.33,168.33,17.13,22.60,3.37,63,7.61,1,20504,67949
BALOI,PH103502000,4.20,378.60,19.47,21.17,4.36,65,7.96,1,5389,50200
BAROY,PH103503000,4.09,66.85,20.24,20.78,4.49,49,8.19,1,7660,62883
ILIGAN CITY,PH103504000,12.49,343.43,36.98,62.56,7.92,532,4.74,1,33983,175231
KAPATAGAN,PH103505000,4.88,87.90,26.17,25.52,5.70,135,7.10,1,170,95705
SULTAN NAGA DIMAPORO (KAROMATAN),PH103506000,9.22,164.54,32.59,46.20,7.17,209,9.41,1,52393,107865
KAUSWAGAN,PH103507000,5.04,208.13,21.73,26.44,4.17,70,6.87,1,14532,63977
KOLAMBUGAN,PH103508000,8.13,150.08,26.60,40.47,5.97,67,8.44,1,31536,66824
LALA,PH103509000,1.15,14.79,8.00,6.99,1.68,123,7.98,1,21935,87473
LINAMON,PH103510000,5.31,135.29,22.44,26.05,4.54,19,7.10,1,5411,23419
MAGSAYSAY,PH103511000,9.84,379.27,30.15,49.51,6.74,90,5.78,0,,65479
MAIGO,PH103512000,7.00,189.92,29.30,36.50,6.11,91,6.50,1,10194,57332
MATUNGAO,PH103513000,5.02,380.79,25.08,25.15,5.13,35,12.28,1,4094,34297
MUNAI,PH103514000,11.73,683.48,48.82,59.63,9.61,140,6.14,0,,73058
NUNUNGAN,PH103515000,14.18,658.17,46.95,70.82,9.53,219,8.22,0,,69748
PANTAO RAGAT,PH103516000,7.59,662.36,29.17,37.93,6.13,50,8.29,0,,50398
POONA PIAGAPO,PH103517000,7.32,480.76,28.28,37.61,5.84,65,8.50,0,,49924
SALVADOR,PH103518000,5.82,158.16,34.90,29.67,7.19,92,6.70,0,,48958
SAPAD,PH103519000,7.80,209.14,34.72,38.61,7.51,117,8.11,0,,54903
TAGOLOAN,PH103520000,10.39,464.00,29.09,51.05,6.36,108,8.27,0,,65610
TANGCAL,PH103521000,11.24,523.81,34.54,56.23,7.53,69,8.77,0,,53347
TUBOD (Capital),PH103522000,8.61,259.31,44.59,43.84,8.99,167,7.21,1,11316,95087
PANTAR,PH103523000,8.82,646.47,27.43,43.88,6.00,60,10.99,0,,38511
ALORAN,PH104201000,11.38,334.07,55.92,61.37,10.58,110,6.91,1,11208,62145
BALIANGAO,PH104202000,1.95,26.40,10.62,11.34,2.14,59,5.83,1,42480,72771
BONIFACIO,PH104203000,5.58,248.23,22.14,27.90,4.78,110,7.74,1,6068,55983
CALAMBA,PH104204000,5.36,201.56,26.00,27.43,5.66,64,6.87,0,,60216
CLARIN,PH104205000,10.04,349.29,61.69,53.73,11.52,78,6.02,1,9054,61852
CONCEPCION,PH104206000,13.21,662.48,55.39,69.35,10.53,48,6.59,0,,28056
JIMENEZ,PH104207000,11.90,400.43,53.87,63.18,10.53,84,6.27,1,7719,58594
LOPEZ JAENA,PH104208000,7.11,240.24,37.41,38.51,7.29,113,7.16,1,21260,90818
OROQUIETA CITY (Capital),PH104209000,8.55,249.93,50.47,46.18,9.50,153,4.45,1,17656,81029
OZAMIS CITY,PH104210000,4.70,215.84,30.66,24.36,5.68,150,3.87,1,40247,86219
PANAON,PH104211000,5.42,242.38,29.38,28.72,5.79,34,6.63,1,6721,53383
PLARIDEL,PH104212000,2.50,48.26,9.97,14.35,2.08,82,5.48,1,37028,64671
SAPANG DALAGA,PH104213000,6.44,220.94,25.81,33.59,5.39,122,7.36,1,22567,88011
SINACABAN,PH104214000,11.37,541.29,55.56,59.63,10.62,89,5.76,1,11609,66728
TANGUB CITY,PH104215000,10.28,431.42,59.14,52.19,10.87,179,7.03,1,29420,75484
TUDELA,PH104216000,12.16,501.96,67.51,66.59,12.18,114,6.89,1,7337,69314
DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),PH104217000,21.94,1278.84,77.90,117.51,13.01,281,10.81,0,,73824
ALUBIJID,PH104301000,9.22,206.50,39.56,47.18,8.36,117,7.40,1,6524,63034
BALINGASAG,PH104302000,14.12,438.60,69.85,72.99,12.82,166,7.17,1,14378,60481
BALINGOAN,PH104303000,10.21,629.79,41.10,51.76,7.61,68,6.53,1,6736,47937
BINUANGAN,PH104304000,8.02,216.72,14.17,37.89,3.27,12,7.16,1,5671,16075
CAGAYAN DE ORO CITY (Capital),PH104305000,9.96,286.72,35.16,51.93,7.59,507,2.55,1,28937,190068
CLAVERIA,PH104306000,15.71,1006.42,72.94,82.48,12.90,622,9.69,0,,176921
CITY OF EL SALVADOR,PH104307000,4.83,89.80,22.79,25.49,4.74,85,5.63,1,16716,56459
GINGOOG CITY,PH104308000,13.11,573.12,59.60,67.31,10.69,578,7.39,1,36000,123548
GITAGUM,PH104309000,5.18,105.72,21.55,27.99,4.38,39,6.70,1,1,28904
INITAO,PH104310000,8.89,158.41,32.89,45.07,6.97,91,6.75,1,13915,43666
JASAAN,PH104311000,9.60,169.06,32.83,47.26,7.10,65,4.51,1,23291,45688
KINOGUITAN,PH104312000,7.47,332.83,29.56,38.21,5.99,44,7.26,1,11244,44779
LAGONGLONG,PH104313000,18.86,417.22,86.67,99.07,14.36,47,7.29,1,6934,36667
LAGUINDINGAN,PH104314000,3.35,79.76,11.75,17.16,2.58,37,4.40,1,16618,31283
LIBERTAD,PH104315000,8.09,149.52,27.91,44.02,5.77,36,7.07,1,7599,29518
LUGAIT,PH104316000,9.79,207.22,26.30,48.02,6.00,38,5.38,1,7521,36993
MAGSAYSAY (LINUGOS),PH104317000,9.09,103.11,27.33,46.68,6.04,112,7.39,1,29777,81798
MANTICAO,PH104318000,12.20,326.77,40.39,60.45,8.60,106,6.36,1,5205,51080
MEDINA,PH104319000,16.12,625.39,70.81,84.10,12.53,102,6.15,1,14599,46077
NAAWAN,PH104320000,11.45,194.71,42.79,58.06,8.93,66,6.35,1,6147,39165
OPOL,PH104321000,8.60,191.91,26.28,45.11,5.85,192,3.58,1,7672,102173
SALAY,PH104322000,16.68,604.57,70.45,85.17,12.71,79,6.96,1,8946,40723
SUGBONGCOGON,PH104323000,6.53,453.14,15.71,31.33,3.46,27,7.11,1,8002,40400
TAGOLOAN,PH104324000,6.82,80.92,44.33,36.83,8.78,50,3.74,1,9366,40656
TALISAYAN,PH104325000,10.85,265.41,40.00,53.74,7.89,56,7.45,1,21169,43335
VILLANUEVA,PH104326000,10.51,213.68,51.13,54.25,9.91,37,5.35,1,8092,31378
ASUNCION (SAUG),PH112301000,3.26,72.11,21.26,18.06,4.48,224,11.18,0,,120829
CARMEN,PH112303000,0.97,14.00,4.92,6.44,0.93,146,6.83,1,4873,93777
KAPALONG,PH112305000,12.92,289.06,45.82,67.83,9.58,776,8.57,0,,185662
NEW CORELLA,PH112314000,4.33,104.84,21.09,24.25,4.40,245,9.42,0,,76470
CITY OF PANABO,PH112315000,2.79,51.01,16.20,16.12,3.25,252,3.99,1,14364,131779
ISLAND GARDEN CITY OF SAMAL,PH112317000,6.37,128.81,29.49,31.53,6.19,280,6.90,1,125328,157824
SANTO TOMAS,PH112318000,2.74,52.97,21.28,16.69,3.96,240,4.46,0,,77996
CITY OF TAGUM (Capital),PH112319000,1.46,22.88,9.45,9.16,1.83,184,3.03,1,19435,93699
TALAINGOD,PH112322000,16.92,552.85,41.18,86.24,8.91,655,12.35,0,,138709
BRAULIO E. DUJALI,PH112323000,0.64,11.20,2.79,4.70,0.48,84,5.54,0,,48039
SAN ISIDRO,PH112324000,5.68,141.30,23.57,31.41,5.14,164,11.17,0,,81826
BANSALAN,PH112401000,9.53,753.59,49.94,47.93,9.81,215,4.02,0,,81528
DAVAO CITY,PH112402000,10.73,533.93,44.14,54.87,8.94,2344,2.03,1,95873,310518
CITY OF DIGOS (Capital),PH112403000,10.08,586.49,45.16,51.47,9.27,266,2.60,1,13192,90032
HAGONOY,PH112404000,1.42,25.98,7.52,8.43,1.57,122,4.38,1,10824,61063
KIBLAWAN,PH112406000,10.84,455.75,42.13,56.01,8.82,315,6.90,0,,107138
MAGSAYSAY,PH112407000,7.98,319.23,35.79,40.22,7.63,235,6.28,0,,93767
MALALAG,PH112408000,9.24,195.34,39.84,48.05,8.39,135,6.66,1,10054,92982
MATANAO,PH112410000,6.98,296.31,39.93,35.66,8.14,250,5.73,0,,111098
PADADA,PH112411000,1.96,21.96,16.77,12.14,3.31,35,3.61,1,6725,38453
SANTA CRUZ,PH112412000,13.88,547.00,57.62,69.85,10.95,221,6.39,1,42975,104741
SULOP,PH112414000,4.51,108.16,22.67,24.06,4.81,129,7.29,1,1684,75215
BAGANGA,PH112501000,11.87,499.96,46.40,60.68,9.07,889,10.02,1,77208,168449
BANAYBANAY,PH112502000,14.18,371.70,55.13,72.48,11.33,226,4.92,1,37794,97324
BOSTON,PH112503000,12.39,431.45,30.29,61.16,6.82,377,10.63,1,22856,104483
CARAGA,PH112504000,14.84,663.11,52.00,74.79,10.22,572,10.33,1,41515,123639
CATEEL,PH112505000,9.57,364.74,33.02,47.98,7.18,454,9.42,1,18539,97235
GOVERNOR GENEROSO,PH112506000,15.37,224.09,47.86,78.16,10.01,298,6.59,1,74051,130545
LUPON,PH112507000,14.69,621.97,51.31,74.05,10.38,541,5.86,1,11635,126914
MANAY,PH112508000,12.12,419.12,42.33,60.80,8.42,417,8.49,1,36648,110402
CITY OF MATI (Capital),PH112509000,13.74,335.31,47.35,68.73,9.88,709,5.46,1,218413,365063
SAN ISIDRO,PH112510000,14.27,307.09,48.88,72.06,10.13,238,6.13,1,35462,83906
TARRAGONA,PH112511000,15.66,540.47,46.45,77.87,9.29,279,12.40,1,27044,82896
COMPOSTELA,PH118201000,8.78,430.12,42.24,44.72,8.52,357,8.83,0,,94036
LAAK (SAN VICENTE),PH118202000,5.48,178.15,22.79,29.72,4.85,710,13.10,0,,147193
MABINI (DOï¿½ï¿½A ALICIA),PH118203000,15.33,528.84,51.77,78.43,10.60,215,9.40,1,18643,85642
MACO,PH118204000,14.28,419.70,48.33,73.52,9.97,318,7.57,1,10159,89286
MARAGUSAN (SAN MARIANO),PH118205000,15.24,1145.10,53.17,76.33,10.40,427,7.19,0,,85262
MAWAB,PH118206000,5.80,128.68,27.55,30.93,5.88,126,8.17,0,,54616
MONKAYO,PH118207000,9.42,282.26,36.97,48.86,7.83,566,9.05,0,,113151
MONTEVISTA,PH118208000,7.17,171.58,24.91,38.32,5.40,263,10.10,0,,81313
NABUNTURAN (Capital),PH118209000,7.59,286.31,38.76,39.27,8.16,272,6.63,0,,92895
NEW BATAAN,PH118210000,15.86,919.58,65.20,81.04,11.61,565,9.85,0,,99842
PANTUKAN,PH118211000,14.67,714.19,49.12,75.13,9.98,542,6.69,1,35543,145255
DON MARCELINO,PH118601000,20.70,606.73,45.84,106.67,9.59,365,11.93,1,40137,107339
JOSE ABAD SANTOS (TRINIDAD),PH118602000,21.07,571.25,52.65,107.65,10.56,689,12.13,1,87622,175746
MALITA,PH118603000,16.31,526.14,44.89,82.77,9.43,607,0.20,1,36533,132444
